Test,repo,sha,author,date_iso,subject,file_path,pandas_type_all,polars_type_all,macro_primary,macro_all,macro_evidence,pandas_evidence,polars_evidence,patch_lines_file,pandas_type_all.1,polars_type_all.1,macro_all.1
Yes,NeLy-EPFL/vnc_networks,04dc43a8e7bf22bd46b8608cb98705ad319a7ad2,Dominic D,2025-10-13T13:22:42+02:00,Replace pandas with polars (#70),vnc_networks/connectome_reader.py,Input/output;General functions,Expressions - Columns/names;Expressions - Functions;Selectors;Functions;Input/output - CSV;Input/output - IPC,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Selectors:\b(?:pl|polars)\.selectors?\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b|Input/output - IPC:\b(?:pl|polars)\.(?:read_ipc|read_ipc_schema|read_ipc_stream|scan_ipc)\b,998,,,
Yes,NeLy-EPFL/vnc_networks,04dc43a8e7bf22bd46b8608cb98705ad319a7ad2,Dominic D,2025-10-13T13:22:42+02:00,Replace pandas with polars (#70),vnc_networks/neuron.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,234,,,
No,PyPSA/linopy,2d699598cf727d06f7b3a7dbf7cf4f1744ac1703,Fabian Hofmann,2025-09-08T14:14:50+02:00,Replace pandas-based LP file writing with polars implementation (#496),linopy/io.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,497,,,
No,TakumiMukaiyama/recsys2025,0307973106b89f3a65f874ad7270ff99d16d64ec,TakumiMukaiyama,2025-04-11T09:57:57+09:00,update: pandas to polars,src/engineering/aggregated_features_baseline/calculators.py,"pandas arrays, scalars, and data types;Index objects",Expressions - Functions,Types & schema,Types & schema;Index & pandas-specific semantics,"pandas:pandas arrays, scalars, and data types->Types & schema|pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword","pandas arrays, scalars, and data types:\b(?:pd|pandas)\.(?:Timestamp|Timedelta|Period|Interval|Categorical)(?:\.\w+)*\b|Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b",Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,95,,,
No,TakumiMukaiyama/recsys2025,07aade32087f1f11dac8ae7ad4ec6cf0e47ee2d0,TakumiMukaiyama,2025-04-11T10:08:49+09:00,pandas___polars_¸ã_ç§»è__²ã___ataFrame_____´ã__¾ã__________¡ã__________¼ã__¦ç___olars__å¿_________¿®æ­£ã_è¡___¾ã___,src/engineering/aggregated_features_baseline/features_aggregator.py,Index objects,Expressions - Columns/names,Index & pandas-specific semantics,Index & pandas-specific semantics,pandas:Index objects->Index & pandas-specific semantics|patch:index type keyword,Index objects:\b(?:pd|pandas)\.(?:Index|RangeIndex|MultiIndex|DatetimeIndex|TimedeltaIndex|PeriodIndex|IntervalIndex|CategoricalIndex)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b,106,,,
No,TakumiMukaiyama/recsys2025,2c9e318aa121d1976330f41afc6890234d1c5e0e,TakumiMukaiyama,2025-04-11T10:04:38+09:00,update: pandas to polars,src/data_utils/split_data.py,Input/output;General functions,Expressions - Columns/names;Input/output - Parquet,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,83,,,
No,TakumiMukaiyama/recsys2025,2c9e318aa121d1976330f41afc6890234d1c5e0e,TakumiMukaiyama,2025-04-11T10:04:38+09:00,update: pandas to polars,src/data_utils/utils.py,Input/output,Expressions - Columns/names;Input/output - Parquet,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,58,,,
No,TakumiMukaiyama/recsys2025,2c9e318aa121d1976330f41afc6890234d1c5e0e,TakumiMukaiyama,2025-04-11T10:04:38+09:00,update: pandas to polars,src/engineering/aggregated_features_baseline/create_embeddings.py,General functions,Expressions - Columns/names;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,35,,,
No,The-Remedy-Project/data_dashboard,bc42d3d0c3c4715507cd705db28518cc2dd272ac,Colin Adams,2025-01-17T14:55:25-05:00,"removed pandas dependencies, complete migration to polars. added some documentation in README.md and updated some of the software packages",src/data_dashboard.py,Input/output;General functions;GroupBy,Expressions - Columns/names;Expressions - Functions;Functions;Input/output - CSV,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins|pandas:GroupBy->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b|GroupBy:\b(?:pd|pandas)\.Grouper\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,176,,,
No,The-Remedy-Project/data_dashboard,35367f68f5c3967b501798a38946b07542e3ffc1,Colin Adams,2024-10-29T12:55:32-04:00,new version using (mostly) polars lazyframe to lower memory consumption,src/data_dashboard.py,Input/output;GroupBy,Expressions - Columns/names;Expressions - Functions;Input/output - Parquet,IO boundary,IO boundary;Aggregation & joins,pandas:Input/output->IO boundary|pandas:GroupBy->Aggregation & joins,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|GroupBy:\b(?:pd|pandas)\.Grouper\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Input/output - Parquet:\b(?:pl|polars)\.(?:read_parquet|read_parquet_metadata|read_parquet_schema|scan_parquet)\b,155,,,
No,WardDeb/data_viz_kul,8df6188073f347dfc618d3e71b42a702c8408195,wardDeb,2025-03-29T18:01:38+01:00,shift preprocessing to polars,marimo/preprocessing.py,General functions,Expressions - Columns/names,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b,58,,,
Yes,YuriNakayama/cate,1e52b4e74b3b012dfc012cc6e81870d78acafb05,YuriNakayama,2025-01-01T18:03:30+09:00,:sparkles: Update concat function to use Polars for improved performance,cate/dataset.py,General functions,Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,7,,,
Yes,YuriNakayama/cate,1ec015da449437e671577625f2ecaa9a1670f9f9,YuriNakayama,2024-12-31T18:20:41+09:00,:sparkels: Refactor to_rank function to use Polars for improved performance and flexibility,cate/dataset.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,24,,,
Yes,YuriNakayama/cate,29097c0c9df7d244ff5a7de3611b64bf806b09ab,YuriNakayama,2025-01-03T02:03:29+09:00,Feature/pytorch pipeline (#7),process/model/biased_data/scripts/train.py,General functions,Expressions - Columns/names;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,142,,,
Yes,YuriNakayama/cate,29097c0c9df7d244ff5a7de3611b64bf806b09ab,YuriNakayama,2025-01-03T02:03:29+09:00,Feature/pytorch pipeline (#7),process/model/small_data/scripts/train.py,General functions,Expressions - Columns/names;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,85,,,
Yes,YuriNakayama/cate,29097c0c9df7d244ff5a7de3611b64bf806b09ab,YuriNakayama,2025-01-03T02:03:29+09:00,Feature/pytorch pipeline (#7),process/preprocess/to_dataset.py,Input/output,Other polars API,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,54,,,
Yes,YuriNakayama/cate,539757327018fb0ac9507581d28fa9a0584dacf8,YuriNakayama,2025-01-01T10:09:22+09:00,:green_heart: Refactor test cases for to_rank function to use Polars for consistency and improved performance,tests/dataset/test_to_rank.py,Testing,Other polars API,Other / Manual,Other / Manual,fallback:Other,Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,63,,,
Yes,YuriNakayama/cate,7e55b00bbfcb2310701839dade699c9ef6a87c93,YuriNakayama,2025-01-01T18:09:15+09:00,:sparkles: Improve sample function to use Polars DataFrame for enhanced performance and consistency,cate/dataset.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,12,,,
Yes,YuriNakayama/cate,a297a3ee0adfbeb48093876e2f7ecdba1c85a6e8,YuriNakayama,2025-01-01T17:59:05+09:00,:sparkles: Update filter function to use Polars Series for improved type consistency,cate/dataset.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,7,,,
Yes,YuriNakayama/cate,dcff23d0d7204eafd421ecacfe7e6218533dfb27,YuriNakayama,2025-01-01T11:50:48+09:00,:sparkles: Refactor filter function to use Polars for improved performance and readability,cate/dataset.py,General functions,Expressions - Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,9,,,
Yes,YuriNakayama/cate,e3227f4fa812adb6545baf204631c74e705234c6,YuriNakayama,2025-01-01T18:15:09+09:00,:recycle: Refactor sample and split functions to utilize Polars DataFrame for improved performance and consistency,cate/dataset.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,21,,,
Yes,YuriNakayama/cate,ed3b46c08e0d274cae49860e6391b45d4d03a18b,YuriNakayama,2025-01-01T19:01:41+09:00,:recycle: Replace pandas with Polars for improved performance and cleaner data handling in training scripts,process/model/base_pattern/scripts/train.py,General functions,Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,45,,,
